name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
RASOVIC Strahinja,Male,Serbia,Serbia,['Water Polo'],['Men'],32,Yes,Yes,1
UBOVIC Nemanja,Male,Serbia,Serbia,['Water Polo'],['Men'],33,Yes,Yes,1
VICO Nemanja,Male,Serbia,Serbia,['Water Polo'],['Men'],30,Yes,Yes,1
PEATY Adam,Male,Great Britain,Great Britain,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay""]",30,Yes,Yes,1
GOJKOVIC Bojana,Female,Montenegro,Montenegro,['Boxing'],"[""Women's 54kg""]",21,Yes,No,0
ARSIC Jovana,Female,Serbia,Serbia,['Rowing'],"[""Women's Single Sculls""]",32,Yes,No,0
MACKOVIC Martin,Male,Serbia,Serbia,['Rowing'],"[""Men's Double Sculls""]",29,Yes,No,0
PIMENOV Nikolaj,Male,Serbia,Serbia,['Rowing'],"[""Men's Double Sculls""]",27,No,No,0
KINSELLA Alice,Female,Great Britain,Great Britain,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",23,Yes,No,0
CABOLOV Hetik,Male,Serbia,Serbia,['Wrestling'],"[""Men's Freestyle 74kg""]",33,Yes,No,0
KAJAIA Mihail,Male,Serbia,Serbia,['Wrestling'],"[""Men's Greco-Roman 97kg""]",35,Yes,No,0
KOMAROV Aleksandr Andreevitch,Male,Serbia,Serbia,['Wrestling'],"[""Men's Greco-Roman 87kg""]",25,No,No,0
NEMES Mate,Male,Serbia,Serbia,['Wrestling'],"[""Men's Greco-Roman 67kg""]",31,Yes,No,0
TIBILOV Georgij,Male,Serbia,Serbia,['Wrestling'],"[""Men's Greco-Roman 60kg""]",24,No,No,0
MUKHOBE Wiseman Were,Male,Kenya,Kenya,['Athletics'],"[""Men's 400m Hurdles""]",27,Yes,No,0
WOOLLEY Jack,Male,Ireland,Ireland,['Taekwondo'],['Men -58kg'],26,Yes,No,0
TRUNDA Miroslav,Male,Czechia,Czechia,['Equestrian'],['Eventing Individual'],40,Yes,No,0
PRIHODA JR Miloslav,Male,Czechia,Czechia,['Equestrian'],['Eventing Individual'],34,No,No,0
NKAPE Tumo,Male,Botswana,Botswana,['Athletics'],"[""Men's 800m""]",26,Yes,No,0
VANESSA,Female,Portugal,Portugal,['Breaking'],['B-Girls'],32,No,No,0
RELJIKJ Miljana,Female,North Macedonia,North Macedonia,['Taekwondo'],['Women -57kg'],21,Yes,No,0
COELHO de BARROS Maria Ines,Female,Portugal,Portugal,['Shooting'],['Trap Women'],23,Yes,No,0
BELL Georgia,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 1500m""]",31,Yes,Yes,1
HENRY Desiree,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 4 x 100m Relay""]",29,No,Yes,1
JEFFERIES Ben,Male,Great Britain,Great Britain,['Athletics'],['4 x 400m Relay Mixed'],25,No,Yes,1
KEITH Megan,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 10,000m""]",22,Yes,No,0
KELLY Hannah,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",24,Yes,Yes,2
MAHAMED Mahamed,Male,Great Britain,Great Britain,['Athletics'],"[""Men's Marathon""]",27,Yes,No,0
REARDON Samuel,Male,Great Britain,Great Britain,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",21,Yes,Yes,2
SEMBER Cindy,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 100m Hurdles""]",30,Yes,No,0
SESEMANN Phili,Male,Great Britain,Great Britain,['Athletics'],"[""Men's Marathon""]",32,Yes,No,0
ALSARRAJ Zaid Faisal M,Male,Saudi Arabia,Saudi Arabia,['Swimming'],"[""Men's 100m Freestyle""]",17,No,No,0
DAVIDSON SPILKOVA Klara,Female,Czechia,Czechia,['Golf'],"[""Women's Individual Stroke Play""]",30,No,No,0
KOUSKOVA Sara,Female,Czechia,Czechia,['Golf'],"[""Women's Individual Stroke Play""]",25,No,No,0
ALAYED Mashael Meshari A,Female,Saudi Arabia,Saudi Arabia,['Swimming'],"[""Women's 200m Freestyle""]",18,No,No,0
IVANOVSKI Dario,Male,North Macedonia,North Macedonia,['Athletics'],"[""Men's Marathon""]",27,No,No,0
MOHAMED HAMDY,Male,Egypt,Egypt,['Football'],['Men'],21,Yes,No,0
NIKIFOROV Toma,Male,Belgium,Belgium,['Judo'],['Men -100 kg'],31,Yes,No,0
ALMASRI Layla,Female,Palestine,Palestine,['Athletics'],"[""Women's 800m""]",25,No,No,0
MOHAMED SHEHATA,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
HAYTER Ethan,Male,Great Britain,Great Britain,['Cycling Track'],"[""Men's Omnium"", ""Men's Team Pursuit""]",26,Yes,Yes,1
MARCHANT Katy,Female,Great Britain,Great Britain,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",31,No,Yes,1
ROBERTS Jessica,Female,Great Britain,Great Britain,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",25,No,Yes,1
MOHAMED TAREK,Male,Egypt,Egypt,['Football'],['Men'],22,Yes,No,0
LAU Wan Yau Vincent,Male,"Hong Kong, China","Hong Kong, China",['Cycling Road'],"[""Men's Road Race""]",28,No,No,0
LEE Sze Wing,Female,"Hong Kong, China","Hong Kong, China","['Cycling Road', 'Cycling Track']","[""Women's Road Race"", ""Women's Omnium""]",23,No,No,0
STODOLSKI Adam,Male,Poland,Poland,['Judo'],['Men -73 kg'],24,Yes,No,0
KUCZERA Piotr,Male,Poland,Poland,['Judo'],['Men -100 kg'],29,Yes,No,0
PONGRACZ Bence,Male,Hungary,Hungary,['Judo'],"['Men -66 kg', 'Mixed Team']",25,Yes,No,0
SZYMANSKA Angelika,Female,Poland,Poland,['Judo'],['Women -63 kg'],25,Yes,No,0
CHENG Ching Yin,Male,"Hong Kong, China","Hong Kong, China",['Sailing'],"[""Men's Windsurfing""]",25,Yes,No,0
MA Kwan Ching,Female,"Hong Kong, China","Hong Kong, China",['Sailing'],"[""Women's Windsurfing""]",27,Yes,No,0
BROWN Patrick James,Male,Great Britain,Great Britain,['Boxing'],"[""Men's 92kg""]",25,Yes,No,0
CRIERE Andy,Male,Spain,Spain,['Surfing'],['Men'],29,No,No,0
EROSTARBE Nadia,Female,Spain,Spain,['Surfing'],['Women'],24,No,No,0
GONZALEZ ETXABARRI Janire,Female,Spain,Spain,['Surfing'],['Women'],19,No,No,0
DAVISON Charley,Female,Great Britain,Great Britain,['Boxing'],"[""Women's 54kg""]",31,Yes,No,0
MAHMOUD SABER,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
NG Jason Tai Long,Male,"Hong Kong, China","Hong Kong, China",['Triathlon'],"[""Men's Individual""]",24,Yes,No,0
HEALY Phil,Female,Ireland,Ireland,['Athletics'],"[""Women's 4 x 400m Relay""]",30,Yes,No,0
RODRIGUEZ Madelyn Andrea,Female,Dominican Republic,Dominican Republic,['Taekwondo'],['Women -67kg'],24,No,No,0
REID Chantelle Jordan,Female,Great Britain,Great Britain,['Boxing'],"[""Women's 75kg""]",26,Yes,No,0
PETERNELL Alexander,Male,South Africa,South Africa,['Equestrian'],['Eventing Individual'],43,No,No,0
KING Erin,Female,Ireland,Ireland,['Rugby Sevens'],['Women'],21,Yes,No,0
MOSTAFA SAAD,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
PACUT-KLOCZKO Beata,Female,Poland,Poland,['Judo'],['Women -78 kg'],29,Yes,No,0
KOROMA Mariama,Female,Sierra Leone,Sierra Leone,['Judo'],['Women -57 kg'],18,No,No,0
NTWENG Victor,Male,Botswana,Botswana,['Athletics'],"[""Men's 400m Hurdles""]",29,Yes,No,0
FUCSOVICS Marton,Male,Hungary,Hungary,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",32,Yes,No,0
ALEXANDRE Bruna,Female,Brazil,Brazil,['Table Tennis'],"[""Women's Team""]",29,No,No,0
TAKAHASHI Bruna,Female,Brazil,Brazil,['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",24,No,No,0
TAKAHASHI Giulia,Female,Brazil,Brazil,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",19,Yes,No,0
TEODORO Guilherme,Male,Brazil,Brazil,['Table Tennis'],"[""Men's Team""]",23,No,No,0
CALDERANO Hugo,Male,Brazil,Brazil,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",28,No,No,0
ISHIY Vitor,Male,Brazil,Brazil,['Table Tennis'],"[""Men's Singles"", ""Men's Team"", 'Mixed Doubles']",29,Yes,No,0
COVARRUBIAS Agustin,Male,Chile,Chile,['Equestrian'],['Jumping Individual'],42,No,No,0
MAROZSAN Fabian,Male,Hungary,Hungary,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",25,Yes,No,0
PHILAPHANDETH Praewa Misato,Female,Lao People's Democratic Republic,Lao People's Democratic Republic,['Rhythmic Gymnastics'],['Individual All-Around'],20,No,No,0
ABRINES Alex,Male,Spain,Spain,['Basketball'],['Men'],31,Yes,No,0
ALDAMA Santi,Male,Spain,Spain,['Basketball'],['Men'],23,Yes,No,0
ALONSO Gracia,Female,Spain,Spain,['3x3 Basketball'],['Women'],32,Yes,Yes,1
BRIZUELA Dario,Male,Spain,Spain,['Basketball'],['Men'],30,Yes,No,0
BROWN Lorenzo,Male,Spain,Spain,['Basketball'],['Men'],34,Yes,No,0
CAMILION Juana,Female,Spain,Spain,['3x3 Basketball'],['Women'],25,Yes,Yes,1
CASAS Queralt,Female,Spain,Spain,['Basketball'],['Women'],32,Yes,No,0
CAZORLA Maite,Female,Spain,Spain,['Basketball'],['Women'],27,Yes,No,0
CONDE Maria,Female,Spain,Spain,['Basketball'],['Women'],27,Yes,No,0
DIAZ Alberto,Male,Spain,Spain,['Basketball'],['Men'],30,Yes,No,0
FERNANDEZ Rudy,Male,Spain,Spain,['Basketball'],['Men'],39,Yes,No,0
GARUBA Usman,Male,Spain,Spain,['Basketball'],['Men'],22,Yes,No,0
GIL Laura,Female,Spain,Spain,['Basketball'],['Women'],32,Yes,No,0
GIMENO Vega,Female,Spain,Spain,['3x3 Basketball'],['Women'],33,Yes,Yes,1
GINZO Paula,Female,Spain,Spain,['Basketball'],['Women'],26,Yes,No,0
GUSTAFSON Megan,Female,Spain,Spain,['Basketball'],['Women'],28,Yes,No,0
HERNANGOMEZ Willy,Male,Spain,Spain,['Basketball'],['Men'],30,Yes,No,0
HERNANGOMEZ Juancho,Male,Spain,Spain,['Basketball'],['Men'],29,Yes,No,0
LLULL Sergio,Male,Spain,Spain,['Basketball'],['Men'],37,Yes,No,0
LOPEZ-AROSTEGUI Xabi,Male,Spain,Spain,['Basketball'],['Men'],27,Yes,No,0
ORTIZ Mariona,Female,Spain,Spain,['Basketball'],['Women'],32,Yes,No,0
ARAUJO Maria,Female,Spain,Spain,['Basketball'],['Women'],27,Yes,No,0
PRADILLA Jaime,Male,Spain,Spain,['Basketball'],['Men'],23,Yes,No,0
RODRIGUEZ Leonor,Female,Spain,Spain,['Basketball'],['Women'],33,Yes,No,0
ROMERO Leticia,Female,Spain,Spain,['Basketball'],['Women'],29,Yes,No,0
TORRENS Alba,Female,Spain,Spain,['Basketball'],['Women'],35,Yes,No,0
VILARO Andrea,Female,Spain,Spain,['Basketball'],['Women'],31,Yes,No,0
YGUERAVIDE Sandra,Female,Spain,Spain,['3x3 Basketball'],['Women'],40,Yes,Yes,1
SESAY Georgiana,Female,Sierra Leone,Sierra Leone,['Athletics'],"[""Women's 100m""]",20,No,No,0
ZHADRAYEV Demeu,Male,Kazakhstan,Kazakhstan,['Wrestling'],"[""Men's Greco-Roman 77kg""]",35,Yes,Yes,1
KIBET Benard,Male,Kenya,Kenya,['Athletics'],"[""Men's 10,000m""]",25,Yes,No,0
SLIACHTICAS CAETANO Ana Luiza,Female,Brazil,Brazil,['Archery'],"[""Women's Individual"", 'Mixed Team']",22,Yes,No,0
D'ALMEIDA Marcus,Male,Brazil,Brazil,['Archery'],"[""Men's Individual"", 'Mixed Team']",26,Yes,No,0
YERGALI Alisher,Male,Kazakhstan,Kazakhstan,['Wrestling'],"[""Men's Freestyle 97kg""]",25,Yes,No,0
YAKURA Nyl,Male,Canada,Canada,['Badminton'],"[""Men's Doubles""]",31,Yes,No,0
LI Michelle,Female,Canada,Canada,['Badminton'],"[""Women's Singles""]",33,Yes,No,0
DONG Adam,Male,Canada,Canada,['Badminton'],"[""Men's Doubles""]",30,Yes,No,0
YANG Brian,Male,Canada,Canada,['Badminton'],"[""Men's Singles""]",23,Yes,No,0
PHIL WIZARD,Male,Canada,Canada,['Breaking'],['B-Boys'],27,No,Yes,1
RUANO OLIVA Adriana,Female,Guatemala,Guatemala,['Shooting'],['Trap Women'],29,Yes,Yes,1
BROL CARDENAS Jean Pierre,Male,Guatemala,Guatemala,['Shooting'],['Trap Men'],42,Yes,Yes,1
ZSOMBOR-MURRAY Nathan,Male,Canada,Canada,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",21,Yes,Yes,1
MILLER Kate,Female,Canada,Canada,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",19,Yes,No,0
ERLAM Margo,Female,Canada,Canada,['Diving'],"[""Women's 3m Springboard""]",22,No,No,0
McKAY Caeli,Female,Canada,Canada,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",25,Yes,No,0
WIENS Rylan,Male,Canada,Canada,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",22,Yes,Yes,1
SOTO ABRIL Ana Waleska,Female,Guatemala,Guatemala,['Shooting'],['Trap Women'],34,Yes,No,0
ODIRA Lilian,Female,Kenya,Kenya,['Athletics'],"[""Women's 800m""]",25,Yes,No,0
BALTASAR SUMMERS Nacho,Male,Spain,Spain,['Sailing'],"[""Men's Windsurfing""]",20,Yes,No,0
BARCELO MARTIN Paula,Female,Spain,Spain,['Sailing'],"[""Women's Skiff""]",28,No,No,0
BARRIO GARCIA Andres,Male,Spain,Spain,['Sailing'],['Mixed Multihull'],25,Yes,No,0
BLANCO Joaquin,Male,Spain,Spain,['Sailing'],"[""Men's Dinghy""]",35,Yes,No,0
BOTIN le CHEVER Diego,Male,Spain,Spain,['Sailing'],"[""Men's Skiff""]",31,Yes,Yes,1
BRUGMAN CABOT Nora,Female,Spain,Spain,['Sailing'],['Mixed Dinghy'],32,No,No,0
ECHEGOYEN DOMINGUEZ Tamara,Female,Spain,Spain,['Sailing'],"[""Women's Skiff""]",40,Yes,No,0
LAMADRID TRUEBA Pilar,Female,Spain,Spain,['Sailing'],"[""Women's Windsurfing""]",28,Yes,No,0
MONCADA SANCHEZ Ana,Female,Spain,Spain,['Sailing'],"[""Women's Dinghy""]",23,Yes,No,0
PACHECO van RIJNSOEVER Tara,Female,Spain,Spain,['Sailing'],['Mixed Multihull'],36,Yes,No,0
PULIDO BORRELL Gisela,Female,Spain,Spain,['Sailing'],"[""Women's Kite""]",30,Yes,No,0
TRITTEL PAUL Florian,Male,Spain,Spain,['Sailing'],"[""Men's Skiff""]",30,Yes,Yes,1
XAMMAR HERNANDEZ Jordi,Male,Spain,Spain,['Sailing'],['Mixed Dinghy'],31,Yes,No,0
MARTINEZ Franchina,Female,Dominican Republic,Dominican Republic,['Athletics'],['4 x 400m Relay Mixed'],25,No,No,0
GORDON Jehlani,Male,Jamaica,Jamaica,['Athletics'],"[""Men's 4 x 100m Relay""]",21,No,No,0
HAYLES Reheem,Male,Jamaica,Jamaica,['Athletics'],['4 x 400m Relay Mixed'],23,No,No,0
BERMUDEZ LABBE Sebastian,Male,Guatemala,Guatemala,['Shooting'],['Skeet Men'],23,Yes,No,0
YEGO Julius,Male,Kenya,Kenya,['Athletics'],"[""Men's Javelin Throw""]",35,Yes,No,0
SHOSTAK Aliaksei,Male,United States of America,United States of America,['Trampoline Gymnastics'],['Men'],29,Yes,No,0
HONG Asher,Male,United States of America,United States of America,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",20,Yes,Yes,1
GRISKENAS Evita,Female,United States of America,United States of America,['Rhythmic Gymnastics'],['Individual All-Around'],24,Yes,No,0
RICHARD Frederick,Male,United States of America,United States of America,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",20,Yes,Yes,1
RIVERA Hezly,Female,United States of America,United States of America,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",16,Yes,Yes,1
CAREY Jade,Female,United States of America,United States of America,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",24,Yes,Yes,2
STEVENS Jessica,Female,United States of America,United States of America,['Trampoline Gymnastics'],['Women'],24,Yes,No,0
MALONE Brody,Male,United States of America,United States of America,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",24,Yes,Yes,1
CHILES Jordan,Female,United States of America,United States of America,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",23,Yes,Yes,1
JUDA Paul,Male,United States of America,United States of America,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",23,Yes,Yes,1
BILES Simone,Female,United States of America,United States of America,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",27,Yes,Yes,4
NEDOROSCIK Stephen,Male,United States of America,United States of America,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",26,Yes,Yes,2
LEE Sunisa,Female,United States of America,United States of America,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",21,Yes,Yes,3
ABELLEIRA Teresa,Female,Spain,Spain,['Football'],['Women'],24,Yes,No,0
ALEIXANDRI Laia,Female,Spain,Spain,['Football'],['Women'],24,Yes,No,0
BATLLE Ona,Female,Spain,Spain,['Football'],['Women'],25,Yes,No,0
BONMATI Aitana,Female,Spain,Spain,['Football'],['Women'],26,Yes,No,0
CALDENTEY Mariona,Female,Spain,Spain,['Football'],['Women'],28,Yes,No,0
CARMONA Olga,Female,Spain,Spain,['Football'],['Women'],24,Yes,No,0
CODINA Laia,Female,Spain,Spain,['Football'],['Women'],24,Yes,No,0
COLL Cata,Female,Spain,Spain,['Football'],['Women'],23,Yes,No,0
del CASTILLO Athenea,Female,Spain,Spain,['Football'],['Women'],24,Yes,No,0
GARCIA Lucia,Female,Spain,Spain,['Football'],['Women'],26,Yes,No,0
GUIJARRO Patri,Female,Spain,Spain,['Football'],['Women'],26,Yes,No,0
HERMOSO Jennifer,Female,Spain,Spain,['Football'],['Women'],34,Yes,No,0
HERNANDEZ Oihane,Female,Spain,Spain,['Football'],['Women'],24,Yes,No,0
LETE Elene,Female,Spain,Spain,['Football'],['Women'],22,No,No,0
LOPEZ Vicky,Female,Spain,Spain,['Football'],['Women'],18,No,No,0
MENDEZ Maria,Female,Spain,Spain,['Football'],['Women'],23,Yes,No,0
NAVARRO Eva,Female,Spain,Spain,['Football'],['Women'],23,Yes,No,0
PARALLUELO Salma,Female,Spain,Spain,['Football'],['Women'],21,Yes,No,0
PAREDES Irene,Female,Spain,Spain,['Football'],['Women'],33,Yes,No,0
PUTELLAS Alexia,Female,Spain,Spain,['Football'],['Women'],30,Yes,No,0
REDONDO Alba,Female,Spain,Spain,['Football'],['Women'],28,Yes,No,0
RODRIGUEZ Misa,Female,Spain,Spain,['Football'],['Women'],25,Yes,No,0
NORWOOD Vernon,Male,United States of America,United States of America,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",32,Yes,Yes,2
HOBBS Aleia,Female,United States of America,United States of America,['Athletics'],"[""Women's 4 x 100m Relay""]",28,Yes,Yes,1
NUR Abdihamid,Male,United States of America,United States of America,['Athletics'],"[""Men's 5000m""]",27,Yes,No,0
COLEMAN Christian,Male,United States of America,United States of America,['Athletics'],"[""Men's 4 x 100m Relay""]",28,Yes,No,0
HILTZ Nikki,Female,United States of America,United States of America,['Athletics'],"[""Women's 1500m""]",30,Yes,No,0
MACKAY Emily,Female,United States of America,United States of America,['Athletics'],"[""Women's 1500m""]",26,Yes,No,0
ST. PIERRE Elle,Female,United States of America,United States of America,['Athletics'],"[""Women's 1500m""]",29,Yes,No,0
CRITTENDEN Freddie,Male,United States of America,United States of America,['Athletics'],"[""Men's 110m Hurdles""]",30,Yes,No,0
BALDWIN Heath,Male,United States of America,United States of America,['Athletics'],"[""Men's Decathlon""]",23,Yes,No,0
LAWSON Jarrion,Male,United States of America,United States of America,['Athletics'],"[""Men's Long Jump""]",30,Yes,No,0
SCHWEIZER Karissa,Female,United States of America,United States of America,['Athletics'],"[""Women's 10,000m"", ""Women's 5000m""]",28,Yes,No,0
IRBY-JACKSON Lynna,Female,United States of America,United States of America,['Athletics'],['4 x 400m Relay Mixed'],26,Yes,No,0
RUSSELL Masai,Female,United States of America,United States of America,['Athletics'],"[""Women's 100m Hurdles""]",24,Yes,Yes,1
LYLES Noah,Male,United States of America,United States of America,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay""]",27,Yes,Yes,2
HALL Quincy,Male,United States of America,United States of America,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",26,No,Yes,2
KENDRICKS Sam,Male,United States of America,United States of America,['Athletics'],"[""Men's Pole Vault""]",32,Yes,Yes,1
LITTLE Shamier,Female,United States of America,United States of America,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",29,Yes,Yes,2
RICHARDSON Sha'carri,Female,United States of America,United States of America,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",24,Yes,Yes,2
KINCAID William,Male,United States of America,United States of America,['Athletics'],"[""Men's 10,000m""]",32,Yes,No,0
